carat,cut,colour,clarity,depth_percentage,table,x_width,y_width,z_width,price
0.34,Premium,H,VS1,61.4,59,4.5,4.53,2.77,596
0.31,Premium,H,VS1,61.7,61,4.34,4.31,2.67,698
0.3,Ideal,I,VVS1,61.8,54,4.32,4.35,2.68,540
1,Premium,F,VS1,61.3,59,6.45,6.42,3.95,6692
0.56,Ideal,F,SI2,61.4,57,5.3,5.33,3.26,1279
0.5,Premium,E,VS1,62.4,59,5.06,5.1,3.17,1675
1.12,VeryGood,H,SI1,62.3,55,6.64,6.69,4.15,5236
0.35,Ideal,H,IF,60.7,56,4.62,4.61,2.8,1017
0.72,Ideal,H,SI2,61.5,56,5.8,5.75,3.55,2131
0.3,Ideal,D,VVS2,61.7,55,4.33,4.36,2.68,814
1.11,Ideal,H,VS2,64,58,6.52,6.46,4.16,5632
0.59,Good,D,SI1,63.8,57,5.31,5.26,3.37,1431
0.94,VeryGood,E,SI2,62,60,6.19,6.22,3.85,3963
1.27,Ideal,J,VS1,61.4,59,6.95,6.97,4.27,5885
0.51,Premium,D,SI1,61.6,58,5.14,5.12,3.16,1687
1.23,Premium,J,SI1,61.9,54,6.89,6.86,4.26,4649
1.35,VeryGood,J,SI1,61.1,61,7.1,7.13,4.35,5613
0.57,Ideal,E,VS1,61.6,56.9,5.29,5.36,3.28,2030
0.51,Ideal,E,SI1,61.7,55,5.17,5.13,3.18,1443
1.01,Ideal,D,SI1,63,57,6.43,6.34,4.02,6097
1.07,Premium,H,VS2,62.4,59,6.53,6.46,4.05,5498
1.12,Ideal,G,VS2,60.9,56,6.7,6.74,4.09,8189
0.4,VeryGood,F,SI1,62.2,57,4.67,4.72,2.92,737
0.31,VeryGood,D,SI2,62.7,59,4.3,4.35,2.71,462
1,VeryGood,G,I1,62.5,62,6.42,6.35,3.99,3011
0.34,VeryGood,H,VS2,60,58,4.52,4.56,2.72,521
0.31,Ideal,G,VVS1,60.2,58,4.37,4.4,2.64,789
0.7,VeryGood,G,VS2,61.3,57,5.66,5.7,3.48,2433
0.35,Premium,D,SI1,62.1,58,4.51,4.54,2.81,644
0.5,Ideal,I,VS2,61.6,54,5.11,5.14,3.16,1220
0.92,Premium,G,SI1,61.5,60,6.26,6.19,3.83,3751
0.79,VeryGood,E,SI2,59.2,59,6.04,6.06,3.58,2941
0.35,Ideal,D,VS2,62.3,55,4.52,4.54,2.82,829
1.01,Premium,G,SI1,60.8,60,6.47,6.39,3.91,5090
1.01,Good,F,VS1,61.8,57,6.34,6.44,3.95,6626
1.02,VeryGood,F,SI1,63.1,55,6.45,6.38,4.05,5058
0.41,Ideal,D,VS2,61.9,56,4.77,4.8,2.96,1007
0.25,VeryGood,F,VVS2,59.3,59,4.15,4.18,2.47,548
0.38,VeryGood,F,VVS2,61.9,59.7,4.64,4.65,2.87,1060
0.42,Ideal,G,VVS2,61.3,56,4.82,4.81,2.95,1103
1.12,Ideal,F,VS1,61.8,56,6.67,6.69,4.13,9007
1.16,Ideal,E,SI2,61.9,55,6.71,6.77,4.17,5991
0.7,VeryGood,E,SI2,61.5,60,5.65,5.7,3.49,2263
0.7,Good,H,SI1,63.7,57,5.58,5.57,3.55,2394
0.51,Ideal,G,VS1,61.8,57,5.14,5.12,3.17,1662
0.55,Ideal,G,VVS2,62,53.8,5.25,5.28,3.27,2064
1.21,Ideal,E,VS1,62.2,57,6.83,6.8,4.24,8348
1.11,VeryGood,F,VVS1,59.7,55,6.77,6.82,4.06,10141
0.8,Ideal,D,VVS2,61.9,56,5.91,5.95,3.67,6004
0.5,Premium,G,VS1,59.8,58,5.19,5.15,3.09,1746
0.53,Premium,G,SI2,60.8,58,5.21,5.19,3.16,1173
1.18,Ideal,H,SI2,62.2,56,6.74,6.76,4.2,5657
1.02,Premium,H,VS2,61.8,58,6.49,6.43,3.99,5100
0.31,Ideal,E,VVS1,60.5,57,4.38,4.41,2.66,942
0.34,Ideal,E,VS1,61.2,57,4.51,4.45,2.74,1033
0.72,Ideal,J,VS2,61.4,57,5.76,5.8,3.55,2099
1.02,VeryGood,J,VS2,59.3,58,6.56,6.62,3.91,3796
1.33,Premium,I,SI2,62.4,58,7.04,7.02,4.39,5832
1.02,Premium,H,SI2,62.4,59,6.42,6.37,3.99,3998
0.31,Ideal,H,VVS1,61.5,56,4.38,4.34,2.68,907
1.01,VeryGood,H,VS2,63.1,62,6.18,6.15,3.89,4208
1.02,VeryGood,F,VS1,62.7,55,6.37,6.43,4.01,7539
0.24,Ideal,F,VVS2,61,56,4.05,4.08,2.48,678
0.32,Ideal,E,VS1,61.7,57,4.39,4.42,2.72,758
0.71,Ideal,G,SI1,61.4,55,5.75,5.79,3.54,2423
0.3,Ideal,E,VS2,61.8,55,4.35,4.33,2.68,844
0.71,Ideal,I,SI1,61.5,55,5.76,5.79,3.55,2721
0.5,VeryGood,E,SI1,63.5,61,5.03,4.98,3.18,1374
1.13,Ideal,G,SI1,61.8,55,6.71,6.75,4.16,5759
1.05,Premium,F,VS1,62.3,55,6.57,6.49,4.07,8114
0.71,Ideal,G,VVS2,61.5,57,5.74,5.78,3.54,3909
0.51,VeryGood,E,VS2,61.3,60,5.11,5.16,3.15,1656
0.9,Good,E,SI2,62.1,63,6.09,6.12,3.79,3724
1.52,VeryGood,J,VS2,63.3,56,7.33,7.27,4.62,7504
1.01,VeryGood,H,SI1,61.8,60,6.38,6.44,3.96,4855
1.13,Good,F,SI2,64,58,6.58,6.52,4.19,4025
0.43,Ideal,H,VS2,62.3,54,4.85,4.88,3.03,778
1,Good,D,SI2,64.5,59,6.25,6.31,4.05,4541
0.31,Ideal,F,IF,61,56,4.39,4.43,2.69,914
0.71,Ideal,F,VS1,61.9,56,5.7,5.74,3.54,3710
0.39,Premium,G,VS1,62.4,57,4.68,4.62,2.9,1097
1.2,Good,D,I1,63.6,60,6.72,6.67,4.26,4346
1.12,Premium,H,SI1,61.6,59,6.63,6.67,4.1,5266
0.53,Premium,E,SI1,62.2,56,5.22,5.16,3.23,1654
0.32,Ideal,E,SI2,61,56,4.42,4.44,2.7,427
0.55,Premium,F,VS1,60.3,58,5.32,5.29,3.2,1832
0.4,Ideal,D,VS2,61.3,56,4.79,4.74,2.92,1050
0.34,Ideal,H,VVS1,61.6,53,4.5,4.52,2.78,751
1.01,VeryGood,D,SI1,59.8,56,6.57,6.6,3.94,5394
0.7,VeryGood,G,VS2,63.3,57,5.62,5.66,3.57,2538
0.24,VeryGood,E,VVS2,63.1,56,3.92,3.97,2.49,552
0.96,VeryGood,G,SI1,63.2,57,6.27,6.23,3.95,4247
0.5,VeryGood,E,VS1,59,60,5.19,5.22,3.07,1806
1.05,VeryGood,D,SI1,59.3,59,6.63,6.69,3.95,5952
0.64,Premium,E,SI1,61.2,62,5.56,5.52,3.39,1682
0.5,Premium,E,SI2,60.1,60,5.13,5.05,3.06,1262
0.91,Good,D,SI1,64.6,58,6.02,6.12,3.92,4265
0.79,VeryGood,H,SI1,63.4,57,5.86,5.9,3.73,2649
0.53,VeryGood,J,VS2,63.3,56,5.18,5.12,3.26,1122
0.5,VeryGood,F,VS2,62.9,57,5.06,5.11,3.2,1436
1.34,Ideal,H,VS2,60.2,56,7.23,7.18,4.34,7429
0.51,VeryGood,E,VS2,63.3,55,5.12,5.09,3.23,1638
0.3,VeryGood,D,VS2,62.9,56,4.24,4.28,2.68,710
1.21,VeryGood,J,VS2,62.2,59,6.79,6.84,4.24,5136
1.26,Premium,H,SI1,62.2,58,6.93,6.87,4.29,6664
0.26,VeryGood,E,VVS1,59.9,58,4.17,4.18,2.5,597
0.5,Premium,D,VS2,61.4,59,5.11,5.15,3.15,1752
0.32,Good,G,VS2,63.3,54,4.36,4.39,2.77,561
1.01,Good,G,SI2,63.8,56,6.32,6.28,4.02,4327
0.35,Ideal,J,VS2,61.8,55,4.54,4.56,2.81,446
0.38,Premium,G,SI1,60,60,4.65,4.72,2.81,666
0.62,Ideal,H,VVS1,61.1,56,5.48,5.52,3.36,2197
1.53,Ideal,H,SI2,61.2,56,7.46,7.43,4.56,9562
0.8,Good,F,VS2,63.2,55,5.88,5.9,3.72,3429
1.55,Ideal,J,SI1,62.4,57,7.5,7.45,4.67,8301
0.42,Ideal,E,VS1,61.6,57,4.8,4.84,2.97,1105
0.6,VeryGood,H,VS2,64.2,57,5.27,5.32,3.4,1597
0.33,Premium,E,VVS1,59.7,58,4.49,4.52,2.69,984
0.38,VeryGood,D,VS2,63.4,55,4.67,4.63,2.95,1117
1.01,Premium,H,VS1,61.2,61,6.44,6.41,3.93,5294
0.32,Premium,G,SI2,61,59,4.42,4.36,2.68,540
0.35,VeryGood,H,VS2,59.8,62,4.57,4.63,2.75,545
0.38,Ideal,E,VS1,62.1,57,4.62,4.65,2.88,1027
1,Ideal,D,VS2,62.2,54,6.45,6.42,4,8008
0.39,Ideal,G,SI2,60.9,56,4.78,4.74,2.9,716
0.33,Premium,H,VS1,60.2,62,4.47,4.44,2.68,743
1.25,Premium,J,VS2,62,59,6.87,6.9,4.27,5170
0.78,Premium,E,VS1,60.9,57,5.94,5.88,3.59,3360
0.3,VeryGood,E,VS1,61.4,59,4.32,4.28,2.64,653
0.84,Ideal,I,VS2,61.7,55,6.07,6.11,3.76,3475
1.07,VeryGood,G,SI1,60.5,62,6.6,6.69,4.02,4861
0.3,VeryGood,I,VVS2,61.9,61,4.28,4.32,2.66,526
0.32,Premium,D,SI1,60.2,58,4.43,4.4,2.66,756
1.52,Premium,J,VS1,62.4,59,7.36,7.31,4.58,8258
0.39,VeryGood,G,SI1,62.4,58,4.67,4.72,2.93,684
0.32,Ideal,F,VS2,62.5,56,4.38,4.36,2.73,828
0.84,VeryGood,I,VVS2,61.7,56,6.03,6.07,3.74,3392
0.73,Ideal,I,VS2,61.6,54,5.81,5.84,3.59,2327
0.41,Ideal,F,VVS2,60.6,57,4.86,4.81,2.93,1192
0.4,Good,G,VS2,59.6,63,4.77,4.81,2.85,816
1.5,VeryGood,I,VS2,62.5,59,7.26,7.3,4.55,8893
0.54,Premium,H,VS1,62.4,55,5.25,5.2,3.26,1637
1,Good,D,SI2,64.3,59,6.21,6.3,4.02,4065
0.46,VeryGood,G,VS1,62.8,57,4.92,4.83,3.06,1049
1.01,Good,G,SI2,62.8,61,6.31,6.37,3.98,4210
0.54,Ideal,H,VVS2,60.9,57,5.26,5.22,3.19,1983
1.24,VeryGood,I,SI1,60.4,58,6.95,7.02,4.22,5456
0.74,VeryGood,E,VS1,63.4,55,5.78,5.76,3.66,3357
0.71,VeryGood,J,VS2,62.1,58,5.71,5.73,3.55,1675
0.3,Ideal,F,VS1,61.3,55,4.36,4.32,2.66,731
1.02,Premium,H,VS1,62.1,57,6.46,6.42,4,4827
0.25,Ideal,F,VVS1,60.9,57,4.06,4.09,2.48,575
0.56,Ideal,E,VS2,60.9,56,5.35,5.32,3.25,1915
0.46,Ideal,E,VVS1,62.5,53,4.95,5,3.11,1955
0.84,Ideal,G,SI1,62.4,57,6.06,6.03,3.77,3279
1.5,Premium,G,SI2,61.8,59,7.29,7.21,4.48,9072
0.32,Ideal,D,VVS2,61.3,55.8,4.43,4.44,2.71,1048
0.64,VeryGood,I,SI1,63,57,5.47,5.52,3.46,1390
1.5,VeryGood,H,SI1,62.9,57,7.24,7.28,4.57,8931
0.43,Premium,F,SI1,61.6,59,4.87,4.83,2.99,1016
1.01,Good,I,VS1,59,63.5,6.5,6.57,3.86,5056
1.02,Ideal,H,SI2,61,58,6.5,6.54,3.98,4360
0.7,VeryGood,F,SI1,61.8,58,5.67,5.72,3.52,2230
0.41,Ideal,E,VVS1,61.1,56,4.8,4.82,2.94,1608
0.71,VeryGood,D,VS1,62,61,5.71,5.74,3.55,3420
0.41,VeryGood,I,VVS1,63.1,58,4.68,4.74,2.97,847
0.42,Ideal,H,VS1,62,57,4.82,4.8,2.98,1087
0.31,Good,I,VS1,63.9,56,4.28,4.3,2.74,489
1.23,VeryGood,F,VS1,59.3,59,6.98,7.01,4.15,10609
1.05,Premium,F,SI1,61.6,57,6.56,6.53,4.03,5557
1.02,VeryGood,H,SI1,61,59,6.48,6.53,3.97,5455
0.53,Ideal,D,IF,62.2,55,5.17,5.19,3.22,3812
0.31,Ideal,E,VVS1,61.5,56,4.34,4.37,2.68,1105
0.36,VeryGood,E,IF,59.5,57,4.68,4.73,2.8,1053
0.58,Ideal,H,IF,61.6,57,5.34,5.37,3.3,2211
0.53,Good,G,SI1,63.8,56,5.14,5.18,3.29,1268
0.35,Ideal,E,VS1,61.6,57,4.5,4.53,2.78,829
1,Premium,I,SI1,59.6,58,6.55,6.5,3.89,4592
0.64,Premium,D,VS2,60.9,59,5.6,5.63,3.42,2243
0.23,Good,F,VS2,61,57,3.97,4.01,2.44,442
1.24,VeryGood,I,SI1,60,59,6.98,7.01,4.2,5584
0.26,Premium,E,VVS1,62.3,60,4.07,4.09,2.54,599
1.57,VeryGood,H,VS2,63.4,56,7.46,7.4,4.71,9407
0.33,Ideal,I,VS2,61.5,57,4.42,4.49,2.74,463
0.51,VeryGood,D,VS1,62.4,58,5.13,5.16,3.21,1849
0.48,Good,F,VS1,61.5,60.7,4.99,5.05,3.09,1268
1,VeryGood,G,SI2,63.1,63,6.33,6.23,3.96,3713
0.57,Premium,I,SI2,62.1,57,5.33,5.29,3.3,1097
0.34,VeryGood,H,VVS2,63,55,4.44,4.48,2.81,686
0.8,Premium,E,VS1,61.7,58,5.98,5.95,3.68,3967
0.4,Ideal,D,VVS2,61.4,56,4.8,4.75,2.93,1152
1,Premium,E,SI2,61.4,61,6.41,6.36,3.92,4704
0.41,Premium,G,VS2,59.8,58,4.84,4.8,2.88,1061
0.71,Ideal,G,SI2,62.8,57,5.68,5.63,3.55,1840
0.31,Ideal,F,IF,62.2,56,4.34,4.31,2.69,1046
1.01,VeryGood,G,VS2,63,57,6.35,6.42,4.02,5919
1.02,Premium,H,SI1,61.9,58,6.43,6.47,3.99,4604
0.72,VeryGood,G,SI1,63.3,53,5.73,5.68,3.61,2318
0.28,Ideal,E,VVS2,62.4,56,4.16,4.2,2.61,646
0.71,VeryGood,F,VS1,62.6,55,5.66,5.71,3.56,2893
1.39,VeryGood,G,SI2,61.5,62,7.09,7.16,4.38,6628
0.3,Premium,D,SI1,63,58,4.27,4.24,2.68,709
0.59,VeryGood,F,SI1,63,56,5.3,5.34,3.35,1424
0.33,VeryGood,G,VVS1,61.2,60,4.42,4.44,2.71,868
1.09,VeryGood,E,SI2,63.1,58,6.51,6.46,4.09,3418
1.04,Ideal,G,VS1,60.7,55,6.57,6.61,4,7655
0.3,VeryGood,G,VS1,60.8,61,4.31,4.34,2.63,565
1.11,VeryGood,D,SI2,59.9,57,6.72,6.74,4.03,5042
1.54,VeryGood,J,VS1,63.5,57,7.27,7.37,4.65,9285
1.01,Premium,F,SI1,63,58,6.33,6.29,3.98,4632
0.36,Premium,G,SI2,60.8,58,4.57,4.61,2.79,473
1.19,Premium,H,VS2,61,59,6.91,6.8,4.18,6363
0.34,Ideal,D,VS2,62.4,53,4.52,4.49,2.81,1033
0.42,VeryGood,D,VVS2,62.8,59,4.73,4.76,2.98,1185
0.36,Ideal,D,VS1,61.8,55,4.54,4.58,2.82,781
0.42,Premium,E,SI2,60.1,58,4.91,4.87,2.94,838
1.02,Premium,H,SI2,62.6,58,6.44,6.4,4.02,4798
0.53,Premium,D,VS2,61.5,58,5.24,5.2,3.21,1956
0.31,Ideal,E,VS2,61,54,4.41,4.37,2.68,872
0.29,Ideal,G,IF,62,56,4.23,4.27,2.63,673
0.3,Ideal,E,VVS1,62.5,56,4.28,4.3,2.68,862
1.23,VeryGood,H,SI2,63.2,58,6.8,6.74,4.28,4711
0.53,VeryGood,G,VS1,59.6,58,5.24,5.31,3.15,1655
0.91,Ideal,J,VS1,60.7,57,6.26,6.23,3.79,3296
1.01,Good,J,VS1,61.5,61,6.39,6.45,3.95,4189
0.56,Ideal,H,SI1,61.9,54,5.3,5.33,3.29,1270
1.04,Premium,I,SI1,62,57,6.5,6.47,4.02,4368
1.21,VeryGood,E,SI1,62.9,58,6.78,6.79,4.27,6324
1.03,Premium,E,VS1,59.6,59,6.57,6.59,3.92,7677
0.41,Ideal,F,SI1,61.6,57,4.78,4.8,2.95,705
1.23,Premium,G,SI2,62.8,59,6.76,6.72,4.23,4426
0.83,Premium,J,SI1,59.3,59,6.17,6.1,3.64,2022
0.34,Ideal,D,IF,59.8,57,4.57,4.59,2.74,2287
0.73,Premium,I,VVS2,60.6,58,5.78,5.84,3.52,2496
0.49,Premium,G,SI1,62.4,58,5.05,4.99,3.13,1072
1.33,Ideal,H,SI2,62.3,55,7.01,7.08,4.39,6791
0.72,Ideal,H,VS2,62,56,5.8,5.74,3.58,2443
0.5,VeryGood,H,SI1,62.9,58,5.01,5.04,3.16,1068
0.35,Ideal,E,VS2,62.1,56,4.52,4.53,2.81,767
0.43,Premium,F,VS2,61.2,59,4.87,4.84,2.97,968
1,Premium,G,SI2,61.8,59,6.38,6.33,3.93,4368
0.41,Ideal,E,VVS1,62.1,56,4.76,4.78,2.96,1057
0.76,Ideal,G,VS1,59.4,57,5.99,6.03,3.57,2972
0.36,VeryGood,E,VS2,59.8,62,4.56,4.61,2.74,789
0.3,VeryGood,G,VVS2,61.8,59,4.22,4.26,2.62,684
1.01,VeryGood,I,SI1,60.9,63,6.51,6.43,3.94,2323
0.57,Ideal,F,VVS2,62.1,56,5.35,5.31,3.31,2360
1,Premium,E,VS2,62.1,59,6.38,6.34,3.95,6720
0.32,Ideal,D,SI1,62.7,54,4.37,4.4,2.75,589
0.52,Ideal,G,SI1,60.4,57,5.23,5.27,3.17,1354
0.88,Ideal,F,SI2,62.2,56,6.11,6.17,3.82,3619
1.03,VeryGood,I,SI1,63,55,6.37,6.42,4.03,4848
0.32,Good,F,SI1,63.2,55,4.37,4.4,2.77,533
1.68,Premium,J,SI2,59.2,57,7.83,7.72,4.6,7652
1.03,Premium,F,SI1,61.5,59,6.49,6.42,3.97,5087
1.2,Premium,J,SI2,61.7,57,6.85,6.79,4.21,3782
1.02,Ideal,H,SI1,61.9,57,6.46,6.4,3.98,5014
1.19,Premium,H,VS1,62.4,59,6.79,6.73,4.22,7277
0.3,Premium,D,VS2,61.7,58,4.32,4.3,2.66,911
0.78,VeryGood,E,SI2,60,63,5.99,5.95,3.58,2512
0.41,Good,G,VS1,63.3,62,4.67,4.71,2.97,847
1.01,VeryGood,E,VS1,59.4,59,6.52,6.54,3.88,8348
0.95,Premium,F,SI2,62.4,59,6.26,6.21,3.89,4171
1.09,Premium,H,SI1,62.4,59,6.53,6.48,4.06,5219
0.33,Premium,G,VS2,60,58,4.47,4.49,2.69,579
0.71,Ideal,F,I1,60.1,57,5.79,5.76,3.47,1761
0.5,Ideal,E,VS2,62.2,54,5.08,5.11,3.17,1624
0.39,Ideal,I,IF,60.8,56,4.73,4.75,2.88,865
1.03,Ideal,J,SI1,62.1,55,6.46,6.51,4.03,4221
0.51,Ideal,D,VS2,62.7,55,5.12,5.09,3.2,1882
1.01,Good,F,SI1,62.4,59,6.29,6.33,3.94,5378
1.11,VeryGood,H,SI1,62.5,58,6.61,6.64,4.14,5335
0.56,Premium,D,SI1,60.8,60,5.29,5.31,3.22,1723
0.31,Ideal,E,VS1,61.6,56,4.38,4.35,2.69,942
0.35,Premium,I,VS1,61.8,58,4.53,4.5,2.79,709
0.3,Ideal,D,VVS2,60.7,58,4.3,4.33,2.62,814
0.55,Ideal,D,VS2,61.4,57,5.27,5.31,3.25,1928
0.87,Premium,D,SI1,62.1,58,6.08,6.13,3.79,4189
0.71,Ideal,D,VS2,61.7,56,5.71,5.74,3.53,4029
0.46,Ideal,F,VS1,61.7,56,4.93,4.96,3.05,1643
0.73,Ideal,G,VS2,62.5,56,5.78,5.74,3.6,2586
1.01,VeryGood,E,SI2,63.4,58,6.43,6.34,4.05,3801
0.8,Ideal,F,SI2,62.7,55,5.94,5.9,3.71,2622
1.34,VeryGood,J,VS1,63,57,6.9,7.01,4.38,6237
1.06,VeryGood,G,SI1,63.4,58,6.44,6.47,4.09,5163
0.7,Premium,H,SI1,61.1,58,5.74,5.79,3.52,1948
0.3,Ideal,E,VS2,62.6,54,4.31,4.28,2.69,844
0.53,Ideal,E,VS2,61.4,55,5.19,5.24,3.2,1707
1.06,Ideal,F,SI1,61.7,55,6.58,6.56,4.06,6363
1.04,Ideal,H,VS1,62.5,53,6.5,6.52,4.07,6368
0.91,VeryGood,D,SI1,62,59,6.19,6.16,3.83,5342
0.91,VeryGood,G,VVS2,62.1,60,6.14,6.19,3.83,4913
0.4,Ideal,H,VS2,61.4,55,4.76,4.78,2.93,725
0.32,VeryGood,J,SI1,63,58,4.32,4.35,2.73,374
0.4,Ideal,G,VVS2,62.4,56,4.64,4.68,2.91,982
0.75,VeryGood,E,SI1,63.6,56,5.73,5.75,3.65,2993
0.51,Premium,E,VS2,59.2,58,5.27,5.23,3.11,1662
1,Premium,D,SI1,61.4,58,6.43,6.37,3.93,5880
0.35,VeryGood,F,VVS1,61.6,56,4.53,4.55,2.79,966
0.71,VeryGood,F,SI2,59.5,58,5.82,5.87,3.48,2129
0.31,Ideal,H,VS2,62.2,55,4.39,4.35,2.72,628
0.37,Good,I,VS2,64,56,4.58,4.45,2.89,473
0.4,Premium,E,VS1,62.5,58,4.72,4.69,2.94,1125
0.2,Premium,E,VS2,61.1,59,3.81,3.78,2.32,367
0.52,VeryGood,D,SI1,63.8,56,5.06,5.1,3.24,1452
1.32,Premium,J,SI2,61.2,59,7.08,7.04,4.32,4160
0.7,VeryGood,F,SI1,62.8,57,5.61,5.66,3.54,2250
0.56,Ideal,E,VS1,61.2,56,5.3,5.34,3.26,2085
0.43,Ideal,D,VS1,62.1,56,4.87,4.85,3.02,1264
0.79,Ideal,H,VS2,62.5,57,5.91,5.93,3.7,2844
0.38,VeryGood,H,VS1,61.3,54,4.68,4.7,2.88,705
0.33,Good,I,VS1,63.1,56,4.38,4.4,2.77,521
0.42,Ideal,D,VVS2,62.6,56,4.79,4.77,2.99,1389
1.61,Good,E,SI2,60.9,62,7.46,7.57,4.58,10793
0.36,Ideal,F,SI1,61.5,57,4.59,4.55,2.81,770
0.65,VeryGood,G,VS2,63.2,57,5.54,5.47,3.48,2009
0.96,VeryGood,D,SI2,60,60,6.43,6.47,3.87,4060
1.21,Ideal,F,SI1,61.1,55,6.87,6.85,4.19,6659
1.24,Ideal,G,VVS2,61.4,58,6.88,6.92,4.24,10395
0.38,Good,D,VS2,63.4,55,4.63,4.67,2.95,871
0.54,Ideal,H,VVS1,60.3,56,5.33,5.28,3.2,1944
0.41,VeryGood,E,VVS2,62.2,57,4.76,4.79,2.97,1116
0.3,Ideal,H,IF,61.8,55,4.31,4.3,2.66,1013
0.24,VeryGood,E,VVS1,61.7,61,3.95,3.99,2.45,485
0.9,Fair,G,SI1,64.5,57,6.07,6.03,3.9,3629
1.16,VeryGood,H,SI2,62.8,59,6.7,6.64,4.19,5799
0.71,Ideal,E,VS1,61.9,54,5.74,5.76,3.56,3212
0.39,Ideal,G,VVS2,60.7,55,4.75,4.78,2.89,902
0.3,VeryGood,D,VS2,61,57,4.32,4.34,2.64,568
0.37,Premium,E,VS1,61.5,55,4.7,4.66,2.88,999
0.9,Ideal,G,SI2,61.4,56,6.19,6.23,3.81,4044
1.01,VeryGood,J,SI2,62.2,58,6.37,6.4,3.97,3905
1.01,Ideal,D,SI2,62,57,6.42,6.38,3.97,4242
0.72,Ideal,F,SI2,61.2,54,5.81,5.86,3.57,2422
0.41,Premium,E,VS1,60.7,59,4.77,4.79,2.9,964
0.32,Good,F,SI1,61.6,60.1,4.38,4.4,2.71,528
0.37,Ideal,D,VVS2,62.4,56,4.56,4.64,2.87,857
1.34,VeryGood,G,SI2,63.2,57,6.98,6.95,4.4,5245
0.42,Ideal,G,VS1,62,55,4.83,4.78,2.98,984
0.39,Premium,D,VVS1,63,60,4.63,4.61,2.91,1167
0.73,Premium,H,VS1,61.7,58,5.75,5.72,3.54,2468
0.3,Premium,F,VS2,61.4,60,4.34,4.29,2.65,776
0.51,Ideal,J,SI1,62.5,58,5.11,5.13,3.2,1023
1,Premium,E,SI2,59.1,61,6.44,6.39,3.79,4077
1.07,Ideal,F,SI1,62.7,56,6.47,6.53,4.08,5982
0.37,Good,D,SI1,63.7,55,4.59,4.55,2.91,874
0.32,Ideal,H,VS2,63,57,4.37,4.33,2.74,648
0.51,Good,D,VS2,63.1,58,5.08,5.13,3.22,1668
1.2,Premium,I,VVS2,63,60,6.71,6.63,4.2,5376
0.9,VeryGood,E,SI2,63.7,56,6.08,6.13,3.89,3482
0.9,Good,F,VS2,64.5,60,6.03,6.07,3.9,4268
0.65,Premium,D,VVS2,59.9,58,5.69,5.63,3.39,3003
0.32,Ideal,G,IF,62.3,54,4.39,4.4,2.74,883
0.54,Ideal,D,VS2,61.2,56,5.29,5.23,3.22,1939
0.34,VeryGood,G,VS2,60.3,54,4.53,4.56,2.74,596
0.7,VeryGood,E,SI2,63.2,56,5.6,5.64,3.55,2298
0.34,Ideal,D,SI1,61.5,53,4.53,4.51,2.78,803
1.19,Ideal,G,VVS1,61.6,59,6.78,6.79,4.18,10508
0.8,VeryGood,F,SI2,59.7,56,6.05,6.11,3.63,2564
1.22,Ideal,J,SI2,61.2,57,6.86,6.9,4.21,4676
0.54,Premium,G,VS1,61.6,58,5.25,5.21,3.22,1760
0.42,Ideal,D,SI1,61.9,56,4.84,4.82,2.99,1040
0.43,Ideal,E,VVS1,61,57,4.85,4.88,2.97,1827
0.32,Premium,E,VS2,60.5,59,4.43,4.39,2.67,900
0.43,Ideal,F,VVS2,61.9,56,4.82,4.84,2.99,1169
0.63,Ideal,G,SI1,62,55,5.49,5.54,3.42,1628
1,Ideal,I,VS2,62.6,54,6.39,6.35,3.99,3858
0.4,VeryGood,H,SI1,62.9,56,4.65,4.7,2.94,666
1.18,Premium,F,SI1,62.3,59,6.75,6.67,4.18,6542
0.35,Ideal,F,SI1,61.1,56,4.56,4.58,2.79,707
0.33,VeryGood,D,VVS1,62.1,58,4.39,4.46,2.75,920
1.03,Ideal,I,SI1,63.3,57,6.37,6.46,4.06,4401
0.42,VeryGood,E,SI1,59.8,61,4.85,4.89,2.91,722
1.31,Ideal,J,SI1,62.5,56,6.95,7.04,4.37,6337
0.7,VeryGood,H,SI1,60.9,62,5.67,5.72,3.47,2066
0.3,Ideal,F,SI1,61.9,57,4.28,4.31,2.66,609
1.08,Premium,G,SI2,60.7,60,6.64,6.61,4.02,4318
0.36,Premium,F,VS2,60.5,59,4.64,4.61,2.8,932
0.31,Ideal,D,VS2,62.1,54,4.35,4.41,2.72,734
0.52,Premium,F,VS2,61.8,59,5.15,5.11,3.17,1605
1.54,Premium,F,SI1,62.8,58,7.35,7.32,4.61,9926
0.42,VeryGood,E,VVS2,59.8,56,4.9,4.92,2.94,1167
0.52,Ideal,G,VVS2,60.8,57,5.2,5.17,3.15,1878
0.52,VeryGood,I,SI1,62.5,59,5.06,5.12,3.18,978
1.08,Premium,H,VS2,62.4,58,6.56,6.49,4.07,5250
0.3,VeryGood,G,SI1,62.5,56,4.27,4.3,2.68,432
0.39,Ideal,F,VS2,60,57,4.7,4.76,2.84,821
0.6,Premium,H,SI1,62,56,5.44,5.4,3.36,1433
0.92,VeryGood,D,SI2,63.3,59,6.18,6.12,3.89,3823
0.54,VeryGood,G,VS1,61.6,54,5.26,5.3,3.25,1665
1.22,Premium,J,SI2,62.6,59,6.79,4.24,3.76,3156
0.31,Premium,H,IF,61,58,4.38,4.34,2.66,1046
1.35,Ideal,H,VS2,61.6,55,7.08,7.02,4.34,6502
0.42,Ideal,G,VVS2,60.6,56,4.86,4.88,2.95,933
